Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
4X,346810,Marble Age,"4X, Casual, City Builder, Indie, Simulation, Strategy, Survival",,,,Clarus Victoria,Clarus Victoria,1.0,steamspy,319.0
4X,327400,Sid Meier's Colonization (Classic),"4X, Adventure, Simulation, Strategy",,,,"MicroProse Software, Inc","Atari, Nightdive Studios",100.0,steamspy,316.0
4X,2810,X3: Reunion,"4X, Action, Simulation, Strategy",,,,Egosoft,Egosoft,3.0,steamspy,309.0
4X,423890,Gods and Idols,"4X, Action, Indie, Massively Multiplayer, Simulation, Strategy",,,,Viking Tao,Viking Tao,2.0,steamspy,303.0
4X,287580,Pandora: First Contact,"4X, Simulation, Strategy",,,,Proxy Studios,Slitherine Ltd.,3.0,steamspy,295.0
4X,410980,Master of Orion 2,"4X, Strategy",,,,SimTex,Wargaming Labs,159.0,steamspy,283.0
4X,1145340,Rogue State Revolution,"4X, Simulation, Strategy",,,,"LRDGames, Inc.",Modern Wolf,7.0,steamspy,281.0
4X,2204130,Sid Meier's Alpha Centauri Planetary Pack,"4X, Strategy",,,,Firaxis Games,Electronic Arts,37.0,steamspy,276.0
4X,646500,Egypt: Old Kingdom,"4X, City Builder, Indie, Simulation, Strategy, Survival",,,,Clarus Victoria,Clarus Victoria,2.0,steamspy,271.0
4X,1245250,Thrive: Heavy Lies The Crown,"4X, Casual, City Builder, RPG, Strategy",,,,Zugalu Entertainment,PlaySide,3.0,steamspy,271.0
4X,1189100,Rise Of The White Sun - 白日升,"4X, RPG, Simulation, Strategy",,,,Maestro Cinetik,"Gaming at Work, Cinetique",6.0,steamspy,257.0
4X,1983990,Nexus 5X,"4X, Card & Board, Simulation, Strategy",,,,Whatboy Games,Paradox Arc,6.0,steamspy,257.0
4X,1521070,The Pegasus Expedition,"4X, Simulation, Strategy",,,,Kalla Gameworks,Fulqrum Publishing,2.0,steamspy,250.0
4X,1638300,Solargene,"4X, City Builder, Simulation, Strategy",,,,Alexander Semenov,Alexander Semenov,11.0,steamspy,244.0
4X,403950,Conquest of Elysium 4,"4X, Indie, Strategy",,,,Illwinter Game Design,Illwinter Game Design,2.0,steamspy,231.0
4X,975270,军团战棋Legion War,"4X, Adventure, Indie, JRPG, RPG, Strategy",,,,Bear & Cat Studio,Bear & Cat Studio,7.0,steamspy,224.0
4X,34460,Civilization IV: Beyond the Sword,"4X, Strategy",,,,Firaxis Games,2K,5.0,steamspy,218.0
4X,2147380,Heroes of Science and Fiction,"4X, Indie, RPG, Strategy",,,,Oxymoron Games,Oxymoron Games,9.0,steamspy,210.0
4X,235660,Eador: Genesis,"4X, Indie, RPG, Strategy",,,,"Alexey Bokulev, Snowbird Games",Snowbird Games,5.0,steamspy,193.0
4X,474020,Ragnorium,"4X, City Builder, RPG, Simulation, Strategy, Survival",,,,Vitali Kirpu,Devolver Digital,1.0,steamspy,178.0
4X,34440,Sid Meier's Civilization IV,"4X, Simulation, Strategy",,,,Firaxis Games,2K,3.0,steamspy,155.0
4X,490370,Imperium Galactica II,"4X, Strategy",,,,"Digital Reality, Gyroscope Games",THQ Nordic,14.0,steamspy,155.0
4X,1146370,Master of Magic Classic,"4X, Strategy",,,,SimTex,Slitherine Ltd.,39.0,steamspy,146.0
4X,2275940,Rogue Hex,"4X, Card & Board, City Builder, Roguelike, Simulation, Strategy",,,,Topstitch Games,Topstitch Games,5.0,steamspy,144.0
4X,42890,Sword of the Stars: Complete Collection,"4X, Strategy",,,,Kerberos Productions Inc.,Paradox Interactive,23.0,steamspy,138.0
4X,61520,Age of Wonders Shadow Magic,"4X, RPG, Strategy",,,,Triumph Studios,Paradox Interactive,16.0,steamspy,121.0
4X,1305310,Drox Operative 2,"4X, Action, Indie, RPG, Strategy",,,,Soldak Entertainment,Soldak Entertainment,3.0,steamspy,112.0
4X,279140,Making History: The Great War,"4X, Indie, Simulation, Strategy",,,,"Muzzy Lane Software, Factus Games",Factus Games,2.0,steamspy,109.0
Action,343710,Kholat,"Action, Adventure, Horror, Indie, Survival",,,,IMGN.PRO,IMGN.PRO,13.0,steamspy,275043.0
Action,238960,Path of Exile,"Action, Adventure, Horror, Massively Multiplayer, RPG",,,,Grinding Gear Games,Grinding Gear Games,53773.0,steamspy,228398.0
Action,308600,Gene Shift Auto,"Action, Indie, Roguelike, Shooter",,,,Nik Nak Studios,Nik Nak Studios,10.0,steamspy,213183.0
Action,550,Left 4 Dead 2,Action,"16 Nov, 2009",False,"₩ 11,000",Valve,Valve,25239.0,appdetails,161590.0
Action,881020,Granblue Fantasy: Relink,"Action, JRPG, RPG",,,,"Cygames, Inc.","Cygames, Inc.",476.0,steamspy,113179.0
Action,883710,Resident Evil 2,"Action, Adventure, Horror, Puzzle, Shooter, Survival",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",1594.0,steamspy,74024.0
Action,1782210,Crab Game,"Action, Casual, Horror, Platformer, Racing",,,,Dani,Dani,828.0,steamspy,73889.0
Action,2479810,Gray Zone Warfare,"Action, Massively Multiplayer, Shooter, Survival",,,,"MADFINGER Games, a.s.","MADFINGER Games, a.s.",1155.0,steamspy,71503.0
Action,2321470,Deep Rock Galactic: Survivor,"Action, Roguelike, Shooter",,,,Funday Games,Ghost Ship Publishing,2189.0,steamspy,56876.0
Action,391220,Rise of the Tomb Raider,"Action, Adventure, Puzzle, RPG, Shooter, Survival",,,,"Crystal Dynamics, Eidos-Montréal, Feral Interactive (Mac), Feral Interactive (Linux), Nixxes","Crystal Dynamics, Feral Interactive (Mac), Feral Interactive (Linux)",2139.0,steamspy,44501.0
Action,851850,DRAGON BALL Z: KAKAROT,"Action, Adventure, Fighting, JRPG, RPG",,,,CyberConnect2 Co. Ltd.,Bandai Namco Entertainment Inc.,355.0,steamspy,25715.0
Action,780310,The Riftbreaker,"Action, Adventure, RPG, Simulation, Strategy, Survival, Tower Defense",,,,EXOR Studios,"EXOR Studios, Surefire.Games",734.0,steamspy,21506.0
Action,1549970,Aliens: Fireteam Elite,"Action, Horror, RPG, Shooter, Survival",,,,Cold Iron Studios,"Cold Iron Studios, Focus Entertainment",309.0,steamspy,15550.0
Action,2084940,Mysterious School,"Action, Casual, Horror, Massively Multiplayer, Platformer, Puzzle, RPG, Shooter",,,,DuoDuoDog,DuoDuoDog,7.0,steamspy,14137.0
Action,1658280,Eiyuden Chronicle: Hundred Heroes,"Action, Adventure, JRPG, RPG, Strategy",,,,Rabbit & Bear Studios,505 Games,69.0,steamspy,8338.0
Action,42710,Call of Duty: Black Ops,"Action, Adventure, Horror, Massively Multiplayer, Shooter",,,,Treyarch,Activision,130.0,steamspy,7352.0
Action,636150,Cyberhunt,"Action, Adventure, Casual, Indie, Shooter",,,,NukGames,NukGames,0.0,steamspy,6463.0
Action,1592190,BONELAB,"Action, Adventure, Indie, Puzzle, Shooter",,,,Stress Level Zero,Stress Level Zero,193.0,steamspy,5616.0
Action,1556790,Isonzo,"Action, Indie, Massively Multiplayer, Shooter, Simulation",,,,BlackMill Games,BlackMill Games,151.0,steamspy,5408.0
Action,218680,Scribblenauts Unlimited,"Action, Adventure, Casual, Indie, Platformer, Puzzle, Strategy",,,,5th Cell Media,Warner Bros. Interactive Entertainment,44.0,steamspy,5118.0
Action,859570,Secret Neighbor: Hello Neighbor Multiplayer,"Action, Adventure, Casual, Horror, Indie, Puzzle, Survival",,,,"Hologryph, Eerie Guest Studios",tinyBuild,33.0,steamspy,5049.0
Action,410110,12 is Better Than 6,"Action, Adventure, Indie, Shooter",,,,Ink Stains Games,HypeTrain Digital,969.0,steamspy,4366.0
Action,512410,69 Ways to Kill a Zombie,"Action, Adventure, Fighting, Horror, Indie, Shooter, Simulation, Survival",,,,Wadup Games,Conglomerate 5,0.0,steamspy,4145.0
Action,2461850,Senua’s Saga: Hellblade II,"Action, Adventure, Horror",,,,Ninja Theory,Xbox Game Studios,33.0,steamspy,3892.0
Action,1796470,Haste,"Action, Adventure, Casual, Platformer, Racing, Roguelike",,,,Landfall,Landfall,220.0,steamspy,3831.0
Action,1090630,Granblue Fantasy: Versus,"Action, Fighting, JRPG, RPG",,,,"Cygames, Inc., Arc System Works","XSEED Games, Marvelous USA, Inc.",2.0,steamspy,3367.0
Action,290930,Half-Life 2: Update,"Action, Adventure, Horror, Puzzle, Shooter",,,,"Filip Victor, Valve",Filip Victor,25.0,steamspy,3151.0
Action,341940,Hatred,"Action, Horror, Indie, Shooter, Survival",,,,Destructive Creations,Destructive Creations,46.0,steamspy,3085.0
Action,3121110,Zort,"Action, Adventure, Horror",,,,Londer Software,Londer Software,173.0,steamspy,3081.0
Action,233980,UnEpic,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,@unepic_fran,Unepic Games,12.0,steamspy,3042.0
Action,385830,Burgers,"Action, Adventure, Indie, RPG, Shooter",,,,storm_sharks,storm_sharks,0.0,steamspy,2931.0
Action,2064870,Deceit 2,"Action, Casual, Horror, RPG, Shooter, Strategy, Survival",,,,World Makers,World Makers,179.0,steamspy,2911.0
Action,2521380,Legacy of Kain Soul Reaver 1&2 Remastered,"Action, Adventure, Platformer, Puzzle",,,,"Aspyr, Crystal Dynamics",Aspyr,64.0,steamspy,2818.0
Action,240320,Panzar,"Action, Adventure, Massively Multiplayer, RPG, Survival",,,,Panzar Studio,OVALIS INVESTMENTS LIMITED,3.0,steamspy,2762.0
Action,2201940,Ship Graveyard Simulator 2,"Action, Adventure, Casual, Indie, Simulation",,,,"Games Incubator, Hypnotic Ants","Games Incubator, PlayWay S.A.",254.0,steamspy,2737.0
Action,204030,Fable - The Lost Chapters,"Action, Adventure, RPG",,,,Lionhead Studios,Xbox Game Studios,29.0,steamspy,2576.0
Action,21970,R.U.S.E,"Action, Strategy",,,,Eugen Systems,Ubisoft,38.0,steamspy,2429.0
Action,250340,Blockland,"Action, Adventure, Horror, Indie, RPG, Racing, Shooter",,,,"Eric Hartman, Ben Garney, Anthony Rotondo",Step 1 Games LLC,34.0,steamspy,2310.0
Action,1701520,Afterimage,"Action, Adventure, Metroidvania, Platformer, RPG",,,,Aurogon Shanghai,Maximum Entertainment,117.0,steamspy,2056.0
Action,1259790,Puyo Puyo Tetris 2,"Action, Casual, Fighting, Puzzle",,,,SEGA,SEGA,93.0,steamspy,1826.0
Action,736590,Operation: Harsh Doorstop,"Action, Casual, Indie, Shooter, Simulation, Strategy",,,,Drakeling Labs,"Funbox Media Ltd, ZOOM Platform Media",47.0,steamspy,1699.0
Action,1980530,Kiwi Clicker - Juiced Up,"Action, Casual, Indie, Simulation, Strategy",,,,Dimitri Kipper,tobspr Games,31.0,steamspy,1636.0
Action,394690,Tower Unite,"Action, Adventure, Casual, Indie, Massively Multiplayer, Racing, Simulation",,,,PixelTail Games,PixelTail Games,252.0,steamspy,1551.0
Action,521980,Autumn Dream,"Action, Adventure, Horror, Indie, Simulation",,,,GDNomaD,GDNomaD,0.0,steamspy,1445.0
Action,2345020,Bee Island,"Action, Adventure, City Builder, Indie, Simulation, Strategy, Survival, Tower Defense",,,,Lemma Arts,Lemma Arts,2.0,steamspy,1396.0
Action,484950,恶魔迷宫 | Evil Maze,"Action, JRPG, RPG, Shooter, Strategy",,,,ZOV GAME STUDIO,ZOV GAME STUDIO,0.0,steamspy,1284.0
Action,2608270,Intravenous 2,"Action, Adventure, Shooter, Simulation",,,,Explosive Squat Games,HypeTrain Digital,75.0,steamspy,1269.0
Action,2552450,KINGDOM HEARTS III + Re Mind (DLC),"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,255.0,steamspy,1267.0
Action,2514960,Refind Self: The Personality Test Game,"Action, Adventure, Casual, Simulation, Visual Novel",,,,Lizardry,PLAYISM,7.0,steamspy,1239.0
Action,1724770,Castle Of Alchemists,"Action, Indie, RPG, Shooter, Strategy, Tower Defense",,,,Team Machiavelli,"Team Machiavelli, IndieArk",5.0,steamspy,1193.0
Action,674930,Boyfriend Dungeon,"Action, RPG, Roguelike",,,,Kitfox Games,Kitfox Games,3.0,steamspy,1083.0
Action,230700,La-Mulana,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,NIGORO,PLAYISM,7.0,steamspy,794.0
Action,2102450,Enotria: The Last Song,"Action, Fighting, RPG",,,,Jyamma Games,Jyamma Games,20.0,steamspy,764.0
Action,2232840,Garten of Banban,"Action, Adventure, Casual, Horror, Puzzle, Survival",,,,Euphoric Brothers,Euphoric Brothers,5.0,steamspy,757.0
Action,205350,Mortal Kombat Kollection,"Action, Fighting",,,,"NetherRealm Studios, High Voltage",Warner Bros. Interactive Entertainment,0.0,steamspy,678.0
Action,2131640,METAL GEAR SOLID 2: Sons of Liberty - Master Collection Version,"Action, Adventure, Shooter",,,,KONAMI,KONAMI,50.0,steamspy,644.0
Action,1239690,Retrowave,"Action, Casual, Indie, Racing, Simulation",,,,RewindApp,RewindApp,5.0,steamspy,638.0
Action,1232130,"BEAR, VODKA, STALINGRAD!","Action, Adventure, Horror, Indie, Shooter, Survival",,,,Rabotiagi games,Rabotiagi games,0.0,steamspy,630.0
Action,1016960,Super Neptunia RPG,"Action, Adventure, JRPG, Platformer, RPG",,,,Artisan Studios,Idea Factory International,1.0,steamspy,572.0
Action,1243960,Unspottable,"Action, Casual, Strategy",,,,GrosChevaux,GrosChevaux,11.0,steamspy,563.0
Action,200020,Global Ops: Commando Libya,"Action, Shooter",,,,Spectral Games,Immanitas Entertainment GmbH,0.0,steamspy,523.0
Action,1592290,PARANOIA PLACE,"Action, Adventure, Horror, Puzzle, Survival",,,,Bloody Pixel Games,Bloody Pixel Games,8.0,steamspy,516.0
Action,1532690,BLACKTAIL,"Action, Adventure, RPG",,,,THE PARASIGHT,Focus Entertainment,11.0,steamspy,502.0
Action,2650730,SEDAP! A Culinary Adventure,"Action, Adventure, Indie",,,,kopiforge,"Isolated Games Publishing, IndieArk",5.0,steamspy,501.0
Action,1765300,Ultimate Zombie Defense 2,"Action, Adventure, Horror, Strategy, Survival",,,,Terror Dog Studio,Terror Dog Studio,11.0,steamspy,470.0
Action,390340,Umbrella Corps,"Action, Casual, Horror, Shooter, Survival",,,,CAPCOM,CAPCOM,1.0,steamspy,428.0
Action,252630,Eldritch,"Action, Adventure, Horror, Indie, RPG, Roguelike",,,,Minor Key Games,Minor Key Games,0.0,steamspy,424.0
Action,1189290,The Black Grimoire: Cursebreaker,"Action, Adventure, Indie, RPG",,,,Olipa Games,Olipa Games,32.0,steamspy,417.0
Action,663690,Rival Rampage,"Action, Adventure, Indie, Shooter, Simulation",,,,"Oddscure, RadioDog",Oddscure,1.0,steamspy,379.0
Action,2631250,Slitterhead,"Action, Adventure, Horror, Survival",,,,Bokeh Game Studio lnc.,Bokeh Game Studio lnc.,7.0,steamspy,360.0
Action,578930,LOVE 2: kuso,"Action, Indie, Platformer",,,,Fred Wood,Fred Wood,0.0,steamspy,337.0
Action,345260,Medieval: Total War - Collection,"Action, Strategy",,,,CREATIVE ASSEMBLY,SEGA,101.0,steamspy,322.0
Action,22200,Zeno Clash,"Action, Adventure, Fighting, Indie",,,,ACE Team,ACE Team,12.0,steamspy,316.0
Action,60,Ricochet,Action,"1 Nov, 2000",False,"₩ 5,600",Valve,Valve,2.0,appdetails,267.0
Action,211600,Thief Gold,"Action, Adventure, Horror",,,,Looking Glass Studios,Eidos Interactive Corp.,37.0,steamspy,260.0
Action,448000,Sparkle ZERO,"Action, Casual, Indie, Simulation",,,,MMEU,Forever Entertainment S. A.,0.0,steamspy,255.0
Action,80310,Gemini Rue,"Action, Adventure, Indie, Puzzle",,,,Joshua Nuernberger,Wadjet Eye Games,2.0,steamspy,250.0
Action,2119590,Deducto 2,"Action, Casual, Simulation, Strategy, Survival",,,,Red Fox Studios,Red Fox Studios,0.0,steamspy,245.0
Action,1046400,Astalon: Tears of the Earth,"Action, Adventure","3 Jun, 2021",False,"₩ 21,500",LABS Works,DANGEN Entertainment,19.0,appdetails,244.0
Action,2441270,Kill The Crows,"Action, Indie, Shooter",,,,5minlab Corp.,"5minlab Corp., KRAFTON, Inc.",14.0,steamspy,240.0
Action,317600,Company of Heroes: Eastern Front,"Action, Strategy",,,,Archaic Entertainment,Archaic Entertainment,33.0,steamspy,219.0
Action,3225010,SPARTA 2035,"Action, RPG, Strategy",,,,Lipsar Studio,Lipsar Studio,23.0,steamspy,210.0
Action,2281820,Evolings,"Action, Indie, RPG, Roguelike, Strategy",,,,Sørb,"Super Rare Originals, Gamersky Games",1.0,steamspy,198.0
Action,1996770,Turok 3: Shadow of Oblivion Remastered,"Action, Adventure, Horror, Shooter",,,,"Nightdive Studios, Iguana Entertainment",Nightdive Studios,2.0,steamspy,193.0
Action,1100990,Aimbeast,"Action, Indie, Shooter, Simulation, Sports",,,,Focusd IO,Focusd IO,30.0,steamspy,190.0
Action,437630,State of Mind,"Action, Adventure, Indie",,,,Daedalic Entertainment,Daedalic Entertainment,1.0,steamspy,185.0
Action,655290,Escape The Pacific,"Action, Adventure, Simulation, Survival",,,,Gamers4Gamers Team,Gamers4Gamers Team,4.0,steamspy,182.0
Action,1304090,Cannibal Crossing,"Action, Adventure, Indie, Roguelike, Shooter, Survival",,,,"Everplay Interactive, Blow and Try Again, Rocketcat Games",Rocketcat Games,2.0,steamspy,171.0
Action,1421490,Rise of the Triad: Ludicrous Edition,"Action, Shooter",,,,"Nightdive Studios, Apogee Software, New Blood Interactive","Apogee Entertainment, New Blood Interactive, Nightdive Studios",6.0,steamspy,156.0
Action,1387500,Offroad Mechanic Simulator,"Action, Adventure, Simulation, Sports, Survival",,,,"Image Power S.A., GameFormatic S.A.","Image Power S.A., PlayWay S.A., HeartBeat Games",1.0,steamspy,154.0
Action,1733250,Turbo Kid,"Action, Adventure, Metroidvania, Platformer",,,,Outerminds Inc.,Outerminds Inc.,6.0,steamspy,151.0
Action,2653170,Only Up 2,"Action, Adventure, Casual, Indie, Platformer",,,,SKYZ Studio,SKYZ Studio,1.0,steamspy,141.0
Action,2618840,末世少女 Zombie Girl,"Action, Adventure, Indie, RPG, Shooter",,,,Utopia Studio,Utopia Game,0.0,steamspy,137.0
Action,225300,Tomb Raider II (1997),"Action, Adventure, Platformer, Puzzle, Shooter",,,,Core Design,Crystal Dynamics,5.0,steamspy,135.0
Action,2934190,Aooni,"Action, Adventure, Horror, Indie, JRPG, RPG, Survival",,,,Game Studio Inc.,Game Studio Inc.,2.0,steamspy,132.0
Action,12130,Manhunt,"Action, Horror, Shooter, Survival",,,,Rockstar North,Rockstar Games,36.0,steamspy,130.0
Action,3390,Feeding Frenzy 2 Deluxe,"Action, Casual, Horror, Survival",,,,"PopCap Games, Inc.","PopCap Games, Inc., Electronic Arts",15.0,steamspy,129.0
Action,2785280,Ruined Nurse,"Action, Adventure, Horror, Puzzle, Shooter, Survival",,,,eTIRUe,eTIRUe,5.0,steamspy,123.0
Action,606680,Silver,"Action, Adventure, RPG",,,,"Infogrames, Spiral House, THQ Nordic",THQ Nordic,2.0,steamspy,112.0
Action,1478050,Exploratombe,"Action, Adventure, Massively Multiplayer, Platformer",,,,Atelier 801,Atelier 801,0.0,steamspy,101.0
Adventure,346110,ARK: Survival Evolved,"Action, Adventure, Indie, Massively Multiplayer, RPG, Survival",,,,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard, Snail Games USA",12360.0,steamspy,247292.0
Adventure,49520,Borderlands 2,"Action, Adventure, RPG, Shooter",,,,"Gearbox Software, Aspyr (Mac), Aspyr (Linux)","2K, Aspyr (Mac), Aspyr (Linux)",2312.0,steamspy,123596.0
Adventure,552520,Far Cry 5,"Action, Adventure, Shooter, Survival",,,,"Ubisoft Montreal, Red Storm, Ubisoft Shanghai, Ubisoft Toronto, Ubisoft Kiev",Ubisoft,1303.0,steamspy,92377.0
Adventure,287700,METAL GEAR SOLID V: THE PHANTOM PAIN,"Action, Adventure, Shooter",,,,KONAMI,KONAMI,1297.0,steamspy,90952.0
Adventure,372000,Tree of Savior (English Ver.),"Action, Adventure, Massively Multiplayer, RPG",,,,"IMCGAMES Co., Ltd.","IMCGAMES Co., Ltd.",91.0,steamspy,53277.0
Adventure,1928980,Nightingale,"Action, Adventure, RPG, Survival",,,,Inflexion Games,Inflexion Games,210.0,steamspy,47481.0
Adventure,1030840,Mafia: Definitive Edition,"Action, Adventure, Racing, Shooter",,,,Hangar 13,2K,304.0,steamspy,36631.0
Adventure,678960,CODE VEIN,"Action, Adventure, JRPG, RPG",,,,Bandai Namco Studios,Bandai Namco Entertainment,435.0,steamspy,33804.0
Adventure,48700,Mount & Blade: Warband,"Action, Adventure, Indie, RPG, Simulation, Strategy",,,,TaleWorlds Entertainment,TaleWorlds Entertainment,2148.0,steamspy,32799.0
Adventure,244850,Space Engineers,"Action, Adventure, Indie, Simulation, Strategy, Survival",,,,Keen Software House,Keen Software House,3625.0,steamspy,23867.0
Adventure,8980,Borderlands Game of the Year,"Action, Adventure, RPG, Shooter",,,,Gearbox Software,2K,104.0,steamspy,23443.0
Adventure,1875830,Shin Megami Tensei V: Vengeance,"Adventure, JRPG, RPG, Strategy",,,,ATLUS,SEGA,398.0,steamspy,21749.0
Adventure,1657630,Slime Rancher 2,"Action, Adventure, Casual, Simulation",,,,Monomi Park,Monomi Park,1091.0,steamspy,20472.0
Adventure,226840,Age of Wonders III,"4X, Action, Adventure, RPG, Strategy",,,,Triumph Studios,Paradox Interactive,153.0,steamspy,18477.0
Adventure,298110,Far Cry® 4,"Action, Adventure","17 Nov, 2014",False,"₩ 33,000","Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",Ubisoft,458.0,appdetails,16946.0
Adventure,588650,Dead Cells,"Action, Adventure, Indie, Metroidvania, Platformer, Roguelike",,,,Motion Twin,Motion Twin,1364.0,steamspy,14880.0
Adventure,3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"Action, Adventure, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",42.0,steamspy,14020.0
Adventure,261570,Ori and the Blind Forest,"Action, Adventure, Indie, Metroidvania, Platformer, Puzzle, RPG",,,,Moon Studios GmbH,Xbox Game Studios,66.0,steamspy,13048.0
Adventure,20900,The Witcher: Enhanced Edition Director's Cut,"Action, Adventure, RPG",,,,CD PROJEKT RED,"CD PROJEKT RED, 1C-SoftClub",369.0,steamspy,12627.0
Adventure,113200,The Binding of Isaac,"Action, Adventure, Indie, RPG, Roguelike, Survival",,,,"Edmund McMillen, Florian Himsl",Edmund McMillen,154.0,steamspy,12295.0
Adventure,39120,RIFT,"Action, Adventure, Massively Multiplayer, RPG, Survival",,,,gamigo US Inc.,gamigo US Inc.,191.0,steamspy,11647.0
Adventure,485510,Nioh: Complete Edition,"Action, Adventure, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",265.0,steamspy,10588.0
Adventure,47890,The Sims 3,"Action, Adventure, Casual, RPG, Simulation, Strategy",,,,"The Sims Studio, Maxis",Electronic Arts,1161.0,steamspy,10426.0
Adventure,900040,ELEX II,"Action, Adventure, RPG",,,,Piranha Bytes,THQ Nordic,45.0,steamspy,8194.0
Adventure,1895880,Ratchet & Clank: Rift Apart,"Action, Adventure, Platformer, Shooter",,,,"Insomniac Games, Nixxes Software",PlayStation Publishing LLC,122.0,steamspy,8038.0
Adventure,1288320,Way of the Hunter,"Adventure, Shooter, Simulation, Sports",,,,Nine Rocks Games,THQ Nordic,234.0,steamspy,6912.0
Adventure,1063420,Void Crew,"Action, Adventure, Indie",,,,Hutlihut Games,Focus Entertainment,230.0,steamspy,5668.0
Adventure,212070,Star Conflict,"Action, Adventure, Massively Multiplayer, RPG, Shooter",,,,Star Gem Inc.,Gaijin Network Ltd,44.0,steamspy,4973.0
Adventure,215530,The Incredible Adventures of Van Helsing,"Action, Adventure, Indie, RPG",,,,NeocoreGames,NeocoreGames,9.0,steamspy,4210.0
Adventure,257510,The Talos Principle,"Action, Adventure, Indie, Puzzle, Simulation",,,,Croteam,"Devolver Digital, Croteam",81.0,steamspy,3977.0
Adventure,304430,INSIDE,"Action, Adventure, Horror, Indie, Platformer, Puzzle",,,,Playdead,Playdead,93.0,steamspy,3840.0
Adventure,290340,Armello,"Adventure, Card & Board, RPG, Strategy",,,,League of Geeks,League of Geeks,58.0,steamspy,3615.0
Adventure,329110,Gems of War - Puzzle RPG,"Adventure, Card & Board, Casual, Puzzle, RPG, Strategy",,,,Infinity Plus 2,505 Games,687.0,steamspy,2965.0
Adventure,206500,AirMech Strike,"Action, Adventure, Indie, Massively Multiplayer, RPG, Shooter, Strategy",,,,Carbon Games,Carbon Games,4.0,steamspy,2336.0
Adventure,1126310,风信楼,"Adventure, Indie, RPG, Simulation, Visual Novel",,,,Pingfang Games,Pingfang Games,6.0,steamspy,2190.0
Adventure,753650,Due Process,"Adventure, Shooter, Simulation, Sports, Strategy",,,,Giant Enemy Crab,Giant Enemy Crab,6.0,steamspy,2093.0
Adventure,658850,Do Not Feed the Monkeys,"Adventure, Simulation, Strategy",,,,Fictiorama Studios,Alawar,56.0,steamspy,1888.0
Adventure,566560,Fighters Unleashed,"Action, Adventure, Indie",,,,Volens Nolens Games,Volens Nolens Games,0.0,steamspy,1866.0
Adventure,952860,河洛群俠傳 (Ho Tu Lo Shu ： The Books of Dragon),"Adventure, RPG, Simulation, Strategy",,,,香港商河洛互動娛樂股份有限公司,"香港商河洛互動娛樂股份有限公司, 方块游戏",130.0,steamspy,1852.0
Adventure,928960,Godfall Ultimate Edition,"Action, Adventure, RPG",,,,Counterplay Games Inc,Gearbox Publishing,10.0,steamspy,1762.0
Adventure,294020,Merchants of Kaidan,"Adventure, Casual, Indie, RPG, Simulation, Strategy, Tower Defense",,,,Forever Entertainment S. A.,Forever Entertainment S. A.,0.0,steamspy,1694.0
Adventure,272470,The Incredible Adventures of Van Helsing II,"Action, Adventure, Indie, RPG, Tower Defense",,,,NeocoreGames,NeocoreGames,3.0,steamspy,1688.0
Adventure,280160,Aragami,"Action, Adventure, Indie, Strategy",,,,Lince Works,Lince Works,9.0,steamspy,1679.0
Adventure,321150,Melissa K. and the Heart of Gold Collector's Edition,"Adventure, Casual, Indie, Puzzle",,,,SDP Games,KISS ltd,0.0,steamspy,1586.0
Adventure,1120320,Builder Simulator,"Adventure, Indie, Simulation",,,,"Live Motion Games, Frozen Way","Live Motion Games, Frozen Way, Frozen District",12.0,steamspy,1427.0
Adventure,20510,S.T.A.L.K.E.R.: Clear Sky,"Action, Adventure, Horror, RPG, Shooter, Survival",,,,GSC Game World,GSC World Publishing,30.0,steamspy,1419.0
Adventure,965230,DORAEMON  STORY OF SEASONS,"Adventure, Casual, RPG, Simulation",,,,"Marvelous Inc., Brownies Inc.",BANDAI NAMCO Entertainment,9.0,steamspy,1342.0
Adventure,851100,Touhou Luna Nights,"Action, Adventure, Indie, Metroidvania, Platformer, RPG",,,,"Team Ladybug, WSS playground","WSS playground, PLAYISM",12.0,steamspy,1339.0
Adventure,317470,Cubic Castles,"Action, Adventure, Casual, Indie, Massively Multiplayer, Platformer, RPG, Survival",,,,Cosmic Cow LLC,Cosmic Cow LLC,11.0,steamspy,1334.0
Adventure,212200,Mabinogi,"Action, Adventure, Casual, JRPG, Massively Multiplayer, RPG, Simulation",,,,NEXON Korea Corporation,Nexon America Inc.,581.0,steamspy,1319.0
Adventure,2719290,Night Raider,"Adventure, Horror, Shooter, Survival",,,,TSUKUYOMIC,TSUKUYOMIC,19.0,steamspy,1289.0
Adventure,1580780,NINJA GAIDEN Σ [NINJA GAIDEN: Master Collection],"Action, Adventure",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",94.0,steamspy,1258.0
