appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,Steam_User_Score_Percent,Total_Reviews_Count,Owners_SteamSpy
278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"KOEI TECMO GAMES CO., LTD.",Fighting,$19.3m ($13m - $25.7m),$424.5m,3851.0,83.93,11639,1000000 - 2000000
1163550,Captain Tsubasa: Rise of New Champions,BANDAI NAMCO Entertainment,Fighting,$5.1m ($3.1m - $7m),$478.1m,3630.0,72.36,4552,200000 - 500000
493840,Marvel vs. Capcom: Infinite,Capcom,Fighting,$2.4m ($1.5m - $3.4m),$248m,3592.0,67.32,2350,200000 - 500000
495910,Dungeon Fighter Online,Neople,Fighting,$13.6m ($9.1m - $18.1m),$13.6m,3441.0,71.43,98,500000 - 1000000
1335200,Action Taimanin,Infini-Brain inc.,Fighting,$25.1m ($16.3m - $33.8m),$25.1m,3400.0,0.0,0,1000000 - 2000000
1090630,Granblue Fantasy: Versus,XSEED Games,Fighting,$14.7m ($8.4m - $21.1m),$125.7m,3367.0,83.14,7644,200000 - 500000
418340,RWBY: Grimm Eclipse,FarBridge,Fighting,$4.9m ($3m - $6.7m),$4.9m,3224.0,81.34,9767,500000 - 1000000
1343240,Thymesia,Team17,Fighting,$4.2m ($3m - $5.4m),$491.6m,3194.0,83.71,7558,500000 - 1000000
1123770,Curse of the Dead Gods,Focus Entertainment,Fighting,$6.5m ($4.1m - $8.8m),$728.4m,2971.0,84.72,7509,500000 - 1000000
285900,Gang Beasts,Boneloaf,Fighting,$48.1m ($34m - $62.2m),$48.1m,2946.0,85.65,50077,2000000 - 5000000
3027930,Karate Survivor,Alawar,Fighting,$581.5k ($397.3k - $765.7k),$13.3m,2923.0,85.35,2709,200000 - 500000
383980,Rivals of Aether,Aether Studios,Fighting,$12.5m ($9.3m - $15.7m),$18.8m,2828.0,96.4,32107,1000000 - 2000000
702890,BlazBlue: Cross Tag Battle,Arc System Works,Fighting,$4.6m ($2.8m - $6.5m),$87.6m,2746.0,81.26,3197,200000 - 500000
248570,Toribash,"Nicalis, Inc.",Fighting,0,$84.8m,2648.0,84.93,146,2000000 - 5000000
348550,GUILTY GEAR XX ACCENT CORE PLUS R,Arc System Works,Fighting,$2.1m ($1.3m - $2.8m),$87.6m,2330.0,96.76,5342,200000 - 500000
6020,STAR WARS Jedi Knight - Jedi Academy,LucasArts,Fighting,$2.4m ($1.2m - $3.7m),$124.9m,2306.0,96.12,10981,500000 - 1000000
1557740,ROUNDS,Landfall,Fighting,$7.6m ($4.8m - $10.3m),$200.8m,2208.0,95.34,31782,2000000 - 5000000
2076010,UNDER NIGHT IN-BIRTH II Sys:Celes,Arc System Works,Fighting,$3.7m ($2.5m - $4.9m),$87.6m,2165.0,85.78,1758,100000 - 200000
627270,Injustice 2,WB Games,Fighting,$11.2m ($6.7m - $15.6m),$198.6m,2093.0,86.01,16549,1000000 - 2000000
576480,Drunken Fight Simulator,Volens Nolens Games,Fighting,$8.3k ($1.6k - $15k),$658.4k,2019.0,72.73,165,20000 - 50000
2634890,MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,"CAPCOM Co., Ltd.",Fighting,$4.1m ($2.6m - $5.6m),$1.8b,2019.0,93.74,1789,50000 - 100000
411370,Melty Blood Actress Again Current Code,Arc System Works,Fighting,$2.7m ($1.8m - $3.5m),$87.6m,2015.0,93.92,3715,200000 - 500000
921590,DISSIDIA FINAL FANTASY NT Free Edition,Square Enix,Fighting,$1.2m ($658.9k - $1.8m),$1b,1981.0,55.85,795,500000 - 1000000
597170,Clone Drone in the Danger Zone,Doborog Games,Fighting,$9.5m ($7.1m - $12m),$10m,1921.0,96.88,32114,1000000 - 2000000
798510,SUPER DRAGON BALL HEROES WORLD MISSION,BANDAI NAMCO Entertainment,Fighting,$2.5m ($1.6m - $3.4m),$478.1m,1895.0,82.59,1367,50000 - 100000
264200,One Finger Death Punch,Silver Dollar Games,Fighting,$2.3m ($1.5m - $3m),$2.6m,1857.0,98.03,12533,500000 - 1000000
1259790,Puyo Puyo Tetris 2,SEGA,Fighting,$5.2m ($2.4m - $8m),$1.6b,1826.0,81.93,2203,200000 - 500000
746580,HARDCORE MECHA,RocketPunch Games,Fighting,$927.5k ($596.3k - $1.2m),$1.2m,1754.0,82.97,2296,200000 - 500000
357190,ULTIMATE MARVEL VS. CAPCOM 3,"CAPCOM U.S.A., INC.",Fighting,$7.1m ($4.4m - $9.8m),$7.1m,1706.0,91.77,6037,500000 - 1000000
586200,Street Fighter 30th Anniversary Collection,"Capcom U.S.A, Inc.",Fighting,$4.1m ($1.9m - $6.2m),$4.1m,1737.0,71.01,2132,200000 - 500000
564230,Fire Pro Wrestling World,"Spike Chunsoft Co., Ltd.",Fighting,$1.6m ($981.2k - $2.3m),$94.5m,1675.0,91.16,2999,200000 - 500000
1020790,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,Bandai Namco Entertainment,Fighting,$4.6m ($3.2m - $5.9m),$1.7b,1663.0,59.64,3241,100000 - 200000
214770,Guacamelee! Gold Edition,Drinkbox Studios,Fighting,$4m ($2m - $6m),$12.7m,1643.0,93.45,3113,500000 - 1000000
716710,東方憑依華　～ Antinomy of Common Flowers.,"SUNFISH Co., Ltd.",Fighting,$1.1m ($734.6k - $1.6m),$1.4m,1442.0,91.53,1760,100000 - 200000
3112260, Virtua Fighter 5 R.E.V.O. World Stage,SEGA,Fighting,$1.1m ($766.5k - $1.4m),$1.6b,1395.0,75.24,1587,50000 - 100000
337320,Paint the Town Red,South East Games,Fighting,$11.7m ($8.5m - $14.9m),$11.8m,1365.0,96.13,27677,1000000 - 2000000
3920,Sid Meier's Pirates!,2K,Fighting,$1.5m ($905.6k - $2.2m),$1.7b,1333.0,94.7,5853,200000 - 500000
424280,Iron Snout,SnoutUp,Fighting,0,$29k,1332.0,98.17,327,2000000 - 5000000
209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.",Fighting,$15.4k ($8.4k - $22.3k),$15.4k,1287.0,56.46,1851,100000 - 200000
758330,Shenmue I & II,SEGA,Fighting,$1.6m ($847.1k - $2.3m),$1.6b,1280.0,90.19,1997,100000 - 200000
748360,MY HERO ONE'S JUSTICE,BANDAI NAMCO Entertainment,Fighting,$1.4m ($808.1k - $2m),$478.1m,1243.0,75.8,1616,100000 - 200000
314030,Guilty Gear X2 #Reload,Arc System Works,Fighting,$124.4k ($24.8k - $223.9k),$87.6m,1230.0,88.42,596,100000 - 200000
755500,ONE PIECE World Seeker,BANDAI NAMCO Entertainment,Fighting,$4.2m ($2.7m - $5.6m),$478.1m,1213.0,77.82,4717,100000 - 200000
571260,THE KING OF FIGHTERS XIV STEAM EDITION,SNK CORPORATION,Fighting,$7.4m ($4.6m - $10.1m),$35.7m,1173.0,82.29,3269,200000 - 500000
1215390,Animal Revolt Battle Simulator,VDimension,Fighting,$2.7m ($1.4m - $3.9m),$2.7m,1034.0,95.8,6065,200000 - 500000
411830,SENRAN KAGURA SHINOVI VERSUS,XSEED Games,Fighting,$3m ($2.2m - $3.8m),$125.7m,1017.0,94.56,3477,200000 - 500000
801630,UNDER NIGHT IN-BIRTH Exe:Late[cl-r],Arc System Works,Fighting,$4.3m ($2.4m - $6.3m),$87.6m,959.0,93.96,2780,200000 - 500000
425220,One Piece Burning Blood,BANDAI NAMCO Entertainment,Fighting,$3.4m ($2.2m - $4.6m),$478.1m,850.0,81.4,3661,200000 - 500000
577940,Killer Instinct,Xbox Game Studios,Fighting,$2.4m ($1.8m - $3m),$1.8b,823.0,91.81,4224,200000 - 500000
1390410,Midnight Fight Express,Humble Games,Fighting,$1m ($752.6k - $1.2m),$202.5m,765.0,91.05,1811,100000 - 200000
601220,Zup! F,Quiet River,Fighting,$285.5k ($166.3k - $404.7k),$2.4m,751.0,96.9,7718,200000 - 500000
1835240,Spiritfall,Gentle Giant,Fighting,$828.4k ($613.1k - $1m),$828.5k,738.0,92.59,1686,50000 - 100000
804490,Creed: Rise to Glory,Survios,Fighting,$1.2m ($746.5k - $1.7m),$9.1m,719.0,74.74,1615,200000 - 500000
1116960,UNDEFEATED,Vantan Game Academy,Fighting,0,$0 ,687.0,0.0,0,500000 - 1000000
1021770, Wanba Warriors,Wanba Studio,Fighting,$844.6k ($477.9k - $1.2m),$1.4m,665.0,91.01,2303,50000 - 100000
25000,Overgrowth,Wolfire Games,Fighting,$6.9m ($4.5m - $9.4m),$8.9m,601.0,85.86,5885,500000 - 1000000
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,SNK CORPORATION,Fighting,$1.6m ($1m - $2.1m),$35.7m,589.0,94.95,4063,200000 - 500000
1420350,Fraymakers,Team Fray,Fighting,$976.5k ($636.9k - $1.3m),$974.7k,561.0,79.16,1118,100000 - 200000
495140,NARUTO: Ultimate Ninja STORM,BANDAI NAMCO Entertainment,Fighting,$2.5m ($1.7m - $3.3m),$478.1m,550.0,75.93,5662,200000 - 500000
1669170,Northend Tower Defense,Northend Games,Fighting,$432.7k ($259.4k - $606k),$432.7k,545.0,77.44,1219,50000 - 100000
2536260,Mayhemers,Anigtas,Fighting,$69.6k ($37.6k - $101.7k),$69.6k,489.0,85.95,121,0 - 20000
1685750,Capcom Fighting Collection,"CAPCOM Co., Ltd.",Fighting,$1.9m ($961k - $2.8m),$1.8b,537.0,90.88,746,100000 - 200000
1000360,Hellish Quart,Kubold,Fighting,$4.7m ($3m - $6.3m),$4.7m,484.0,90.12,7225,500000 - 1000000
232770,POSTAL,Running With Scissors,Horror,0,$19.5m,408008.0,85.89,2481,2000000 - 5000000
1966720,Lethal Company,Zeekerss,Horror,$144.1m ($101.4m - $186.8m),$144.5m,239369.0,97.14,401189,10000000 - 20000000
395170,DISTRAINT: Deluxe Edition,Jesse Makkonen,Horror,$230.7k ($141.5k - $319.9k),$554.6k,162795.0,93.44,7321,2000000 - 5000000
391720,Layers of Fear (2016),Bloober Team SA,Horror,$9.1m ($5.4m - $12.8m),$23.7m,143872.0,90.01,12378,2000000 - 5000000
782330,DOOM Eternal,Bethesda Softworks,Horror,$169.8m ($121.6m - $217.9m),$2.1b,84865.0,91.51,181228,5000000 - 10000000
976310,Mortal Kombat 11,Warner Bros. Games,Horror,$86.6m ($53.8m - $119.3m),$882.3m,27301.0,88.47,82567,2000000 - 5000000
2531310,The Last of Us Part II Remastered,PlayStation Publishing LLC,Horror,$33.5m ($22.8m - $44.1m),$1.3b,18345.0,90.8,23654,500000 - 1000000
418460,Rising Storm 2: Vietnam,Tripwire Interactive,Horror,$21.8m ($15.7m - $27.9m),$237.9m,24518.0,87.92,41371,2000000 - 5000000
418370,Resident Evil 7 Biohazard,"CAPCOM Co., Ltd.",Horror,$69m ($44.4m - $93.6m),$1.8b,18211.0,95.37,73342,2000000 - 5000000
1987080,Inside the Backrooms,MrFatcat,Horror,$17.5m ($10.9m - $24.1m),$17.5m,14807.0,81.97,37631,1000000 - 2000000
2625420,Drive Beyond Horizons,Tacty Studio,Horror,$19.7m ($13.5m - $25.9m),$19.7m,14797.0,78.04,13277,100000 - 200000
307780,Mortal Kombat X,Warner Bros. Games,Horror,$51m ($33.7m - $68.3m),$882.3m,13649.0,88.05,37128,2000000 - 5000000
1562430,DREDGE,Team17,Horror,$34.4m ($23.5m - $45.4m),$491.6m,12686.0,95.73,41112,1000000 - 2000000
934700,Dead Island 2,Deep Silver,Horror,$18.3m ($13.1m - $23.4m),$567.3m,12054.0,77.41,11667,500000 - 1000000
2095300,Breakout 13,ALT Lab,Horror,$2.2m ($1.5m - $2.9m),$2.3m,11925.0,87.91,6782,500000 - 1000000
3014080,The Hundred Line -Last Defense Academy-,Aniplex Inc.,Horror,$6.5m ($4.3m - $8.7m),$14.6m,9977.0,88.53,5987,200000 - 500000
221040,Resident Evil 6,Capcom,Horror,$38.6m ($27.7m - $49.4m),$248m,11836.0,79.03,41896,2000000 - 5000000
2644470,PICO PARK 2,TECOPARK,Horror,$3.8m ($2.1m - $5.4m),$17.3m,9579.0,88.83,3518,200000 - 500000
963330,Nya Nya Nya Girls (ʻʻʻ)_(=^･ω･^=)_(ʻʻʻ),Zloy Krot Studio,Horror,$6.6k ($3.5k - $9.6k),$18.3k,8543.0,78.55,373,500000 - 1000000
813230,ANIMAL WELL,Bigmode,Horror,$13m ($9.1m - $16.8m),$13.8m,8107.0,95.76,20944,200000 - 500000
568220,Lobotomy Corporation | Monster Management Simulation,ProjectMoon,Horror,$21.7m ($15.2m - $28.1m),$108.8m,7920.0,94.18,45201,1000000 - 2000000
1063660,Bendy and the Dark Revival,Joey Drew Studios,Horror,$4.4m ($3.2m - $5.7m),$16.6m,5686.0,93.63,12161,500000 - 1000000
393530,Insanity Clicker,PlayFlock,Horror,$51.8k ($37.5k - $66.1k),$53k,6795.0,61.82,55,500000 - 1000000
1552350,The Jackbox Party Pack 8,"Jackbox Games, Inc.",Horror,$4.2m ($2.3m - $6m),$65.9m,4635.0,90.48,1093,200000 - 500000
282800,100% Orange Juice,Fruitbat Factory,Horror,$1.5m ($945k - $2.2m),$3.3m,5432.0,93.33,14538,1000000 - 2000000
1963370,No One Survived,Cat Play Studio,Horror,$3.5m ($2.6m - $4.5m),$3.6m,4599.0,66.48,6545,200000 - 500000
404590,Vikings - Wolves of Midgard,Kalypso Media Digital,Horror,$2.6m ($1.6m - $3.5m),$47.6m,4043.0,58.78,2785,200000 - 500000
1766740,Choo-Choo Charles,Two Star Games,Horror,$7.2m ($5.2m - $9.2m),$7.4m,4033.0,91.47,14927,500000 - 1000000
282140,SOMA,Frictional Games,Horror,$11m ($7.9m - $14.1m),$30.8m,4015.0,95.95,41851,2000000 - 5000000
752590,A Plague Tale: Innocence,Focus Entertainment,Horror,$25.4m ($18.7m - $32.1m),$728.4m,4030.0,93.37,56551,1000000 - 2000000
1419170,My Singing Monsters,Big Blue Bubble,Horror,$8.7m ($5.7m - $11.7m),$9.4m,3909.0,100.0,18,1000000 - 2000000
1608450,Hellslave,Dear Villagers,Horror,$301.2k ($141.2k - $461.3k),$33.7m,3763.0,81.43,614,50000 - 100000
320240,We Happy Few,Gearbox Publishing,Horror,$14.8m ($10.2m - $19.4m),$259.9m,3498.0,76.5,10981,500000 - 1000000
227100,Sniper Elite: Nazi Zombie Army,Rebellion,Horror,$3.8m ($2.2m - $5.4m),$225m,3168.0,88.69,3502,200000 - 500000
2021910,FPS Chess,DigiPen Institute of Technology,Horror,0,$0 ,2997.0,0.0,0,1000000 - 2000000
21690,Resident Evil 5,Capcom,Horror,$27.8m ($19.4m - $36.2m),$248m,2568.0,87.73,37841,1000000 - 2000000
1839950,Terminator: Dark Fate - Defiance,Slitherine Ltd.,Horror,$3.1m ($2.1m - $4.1m),$97.4m,2382.0,82.76,2999,100000 - 200000
321270,UNLOVED,Paul Schneider,Horror,$335.5k ($169.5k - $501.6k),$512.2k,2323.0,80.38,938,200000 - 500000
429570,The Walking Dead: Michonne - A Telltale Miniseries,Skybound Games,Horror,$1.8m ($1.2m - $2.3m),$81.1m,2203.0,80.1,5729,500000 - 1000000
338170,Ratz Instagib,Rarebyte,Horror,$795.2k ($525.1k - $1m),$855.4k,2037.0,90.63,2508,200000 - 500000
543460,Dead Rising 4,Capcom,Horror,$5.5m ($3.2m - $7.7m),$248m,2178.0,59.32,4562,200000 - 500000
1049800,BLOCKADE,Novalink,Horror,$79.2k ($51.4k - $106.9k),$135.9k,2026.0,0.0,0,1000000 - 2000000
637100,Sonic Forces,SEGA,Horror,$4.8m ($3.1m - $6.5m),$1.6b,2020.0,61.51,6345,500000 - 1000000
520720,Dear Esther: Landmark Edition,Secret Mode,Horror,$566.5k ($313.4k - $819.7k),$74.5m,2004.0,79.14,2210,200000 - 500000
604010,Chimpology,Junkhive,Horror,$2.6k ($1.3k - $3.9k),$2.6k,1971.0,87.21,86,100000 - 200000
2322440,METAL SLUG ATTACK RELOADED,SNK CORPORATION,Horror,$282.5k ($180.5k - $384.5k),$35.7m,1894.0,71.67,1451,100000 - 200000
628670,Hellpoint,tinyBuild,Horror,$3.2m ($2.1m - $4.3m),$179.6m,1862.0,76.87,2512,200000 - 500000
332800,Five Nights at Freddy's 2,Scott Cawthon,Horror,$6.8m ($4m - $9.5m),$27.7m,1686.0,93.89,21414,1000000 - 2000000
588160,Pizza Connection 3,Assemble Entertainment,Horror,$1.7m ($1m - $2.5m),$24.3m,1652.0,48.09,655,100000 - 200000
388090,Five Nights at Freddy's 4,Scott Cawthon,Horror,$5.2m ($3.5m - $7m),$27.7m,1637.0,93.23,14039,500000 - 1000000
2497920,A Difficult Game About Climbing,Pontypants,Horror,$1.7m ($1.3m - $2.1m),$1.9m,1578.0,87.93,4855,200000 - 500000
612470,Bio Inc. Redemption,DryGin Studios,Horror,$1.5m ($1m - $2m),$1.5m,1469.0,88.5,2488,100000 - 200000
521890,Hello Neighbor,tinyBuild,Horror,$8.8m ($5.9m - $11.7m),$179.6m,1399.0,86.54,17417,500000 - 1000000
2475490,Mouthwashing,CRITICAL REFLEX,Horror,$6.6m ($4.6m - $8.6m),$34.9m,1241.0,95.58,30738,500000 - 1000000
998740,Ring of Pain,Humble Games,Horror,$1.5m ($966.2k - $2.1m),$202.5m,1233.0,92.03,3175,200000 - 500000
779290,Stygian: Reign of the Old Ones,Fulqrum Publishing,Horror,$1.4m ($992.8k - $1.8m),$51.6m,1207.0,66.08,1766,200000 - 500000
492630,Bear With Me - Episode One,Miyagi Games,Horror,$2.5k ($1.8k - $3.2k),$10.8k,1201.0,88.08,478,100000 - 200000
504210,SHENZHEN I/O,Zachtronics,Horror,$1.8m ($1.1m - $2.6m),$14.4m,1160.0,95.52,3597,200000 - 500000
726360,BOOBS SAGA: Prepare To Hentai Edition,Boobs Dev,Horror,$62k ($18.5k - $105.5k),$62k,1153.0,72.2,2327,20000 - 50000
1426490,LOST EPIC,One or Eight,Horror,$583.8k ($357.9k - $809.7k),$740.2k,1149.0,71.92,1040,20000 - 50000
1059990,Trombone Champ,Holy Wow Studios LLC,Horror,$5.6m ($3.7m - $7.6m),$5.6m,1086.0,98.02,9675,200000 - 500000
1067850,Kindergarten 2,SmashGames,Horror,$1.9m ($1.3m - $2.5m),$12.4m,1051.0,98.04,5249,200000 - 500000
1245430,Golden Light,Mr. Pink,Horror,$638.5k ($365.8k - $911.1k),$753.9k,984.0,91.8,1927,0 - 20000
751630,After the Fall,Vertigo Games,Horror,$3.8m ($2m - $5.5m),$35.5m,872.0,77.36,2465,100000 - 200000
220820,Zombie Driver HD,Exor Studios,Horror,$532.1k ($320.8k - $743.4k),$532.2k,925.0,84.54,2717,200000 - 500000
980610,Quaver,Swan,Horror,$7.3k ($1.6k - $13k),$7.3k,833.0,0.0,0,200000 - 500000
420530,OneShot,KOMODO,Horror,$5.5m ($3.8m - $7.2m),$17.2m,815.0,98.31,53161,1000000 - 2000000
365300,Transmissions: Element 120,Self Published,Horror,0,$2.5k,779.0,93.36,286,500000 - 1000000
2232840,Garten of Banban,Euphoric Brothers,Horror,0,$3.1m,757.0,0.0,0,200000 - 500000
1359980,POSTAL: Brain Damaged,Running With Scissors,Horror,$2.2m ($1.4m - $3m),$19.5m,735.0,95.64,8599,200000 - 500000
515040,Make America Great Again: The Trump Presidency,Three Guys Game Studio,Horror,$197.9k ($126.7k - $269.2k),$204.1k,712.0,86.08,1631,50000 - 100000
390290,Bulb Boy,Bulbware,Horror,$175.7k ($106.3k - $245.1k),$183.7k,697.0,89.49,552,100000 - 200000
594160,The Last Patient,NGV Studio,Horror,$1k ($213 - $1.9k),$1.2k,693.0,42.86,28,0 - 20000
1398210,Selene ~Apoptosis~,Nupu Neko Dev,Horror,$172.3k ($122.2k - $222.5k),$905k,662.0,94.55,55,50000 - 100000
331480,Pinstripe,Armor Games Studios,Horror,$370.2k ($246.1k - $494.4k),$20.7m,661.0,90.01,1942,200000 - 500000
94300,The Dream Machine: Chapter 1 & 2,The Sleeping Machine,Horror,$149k ($40.7k - $257.3k),$161.7k,652.0,90.07,1339,200000 - 500000
1515900,Heaven Dust 2,indienova,Horror,$168k ($98.3k - $237.7k),$41.5m,644.0,91.46,726,50000 - 100000
323720,Decay: The Mare,Daedalic Entertainment,Horror,$133.4k ($79.4k - $187.5k),$159.9m,585.0,76.39,1580,200000 - 500000
1879380,Paper Bride 2 Zangling Village,HeartBeat Plus,Horror,$290.7k ($191.2k - $390.2k),$1.7m,636.0,90.83,938,100000 - 200000
1010750,Blood Fresh Supply,Atari,Horror,$1.6m ($1.1m - $2.2m),$37.7m,558.0,94.93,6276,500000 - 1000000
9010,Return to Castle Wolfenstein,Bethesda Softworks,Horror,$1.3m ($787k - $1.8m),$2.1b,549.0,92.67,7472,2000000 - 5000000
478980,Mansions of Madness,Fantasy Flight Games,Horror,$118.7k ($61k - $176.4k),$166.9k,539.0,80.0,20,200000 - 500000
42670,Singularity,Activision,Horror,$3.6m ($2.8m - $4.4m),$1.5b,526.0,93.04,5261,200000 - 500000
986040,The Unliving,Team17 Digital,Horror,$373.6k ($227.4k - $519.8k),$21.5m,525.0,63.05,728,50000 - 100000
720250,Welcome to the Game II,Reflect Studios,Horror,$1.4m ($979.2k - $1.8m),$2.5m,500.0,85.06,2986,100000 - 200000
1012560,Snakeybus,"Stovetop, LLC",Horror,$1.1m ($633k - $1.5m),$1.1m,499.0,93.61,2316,100000 - 200000
2989950,The Bathhouse | 地獄銭湯 Restored Edition,Chilla's Art,Horror,$248.4k ($151.4k - $345.5k),$4.4m,492.0,90.8,1044,20000 - 50000
619540,Darkwater,Playstack,Horror,$385.9k ($256.5k - $515.3k),$116.9m,442.0,80.49,615,20000 - 50000
2167960,买个可乐饼吧！ - Buy a Croquette!,Eternal Dream,Horror,$781 ($368 - $1.1k),$57.2k,437.0,100.0,11,100000 - 200000
407300,The Last NightMary - A Lenda do Cabeça de Cuia,Submersivo Game Studio,Horror,$71.4k ($39.7k - $103.1k),$71.4k,407.0,80.29,629,100000 - 200000
248470,Doorways: Prelude,Saibot Studios,Horror,$113.2k ($57.3k - $169.2k),$756.5k,419.0,58.97,351,200000 - 500000
1119980,In Sound Mind,Maximum Entertainment,Horror,$1.6m ($969k - $2.3m),$32.3m,399.0,95.45,4920,500000 - 1000000
1373510,BloodRayne: Terminal Cut,Ziggurat,Horror,$558k ($305.6k - $810.4k),$2.9m,385.0,90.71,1346,100000 - 200000
844930,Fox Hime Zero,SakuraGame,Horror,$113.9k ($71.9k - $155.8k),$3.9m,383.0,97.36,5464,200000 - 500000
530890,Haydee,Haydee Interactive,Horror,$2.1m ($1.4m - $2.7m),$3m,381.0,84.8,6119,200000 - 500000
562220,Zup! 2,Quiet River,Horror,$231.5k ($144k - $319k),$2.4m,374.0,95.57,6389,200000 - 500000
508900,Zup! X,Quiet River,Horror,$82.1k ($51.2k - $112.9k),$2.4m,373.0,96.53,6344,200000 - 500000
1315980,Tin Can,Tin Can Studio,Horror,$540.9k ($371.4k - $710.4k),$540.4k,349.0,85.74,989,100000 - 200000
1394270,SCP: Escape Together,SCP: Escape Together development team,Horror,0,$0 ,348.0,0.0,0,200000 - 500000
1478160,Nyaruru Fishy Fight,赤瞳大白猫,Horror,$151.4k ($75.6k - $227.3k),$210.1k,346.0,89.49,1627,100000 - 200000
899770,Last Epoch,Eleventh Hour Games,Indie,$82.3m ($55.4m - $109.3m),$82.2m,258503.0,78.7,103107,20000000 - 50000000
526870,Satisfactory,Coffee Stain Publishing,Indie,$170.8m ($113.6m - $228.1m),$592.7m,185957.0,97.31,212738,10000000 - 20000000
510840,Evolvation,HyperReuts,Indie,$180.7k ($36.1k - $325.3k),$180.7k,100638.0,68.75,16,1000000 - 2000000
227300,Euro Truck Simulator 2,SCS Software,Indie,$122.5m ($92.7m - $152.2m),$173.1m,69695.0,97.45,694561,10000000 - 20000000
1296830,暖雪 Warm Snow,bilibili,Indie,$21.1m ($13.8m - $28.4m),$133.8m,44545.0,93.03,34492,1000000 - 2000000
569610,Distant Space,PixelMouse,Indie,$110k ($60.4k - $159.6k),$144.3k,26541.0,82.34,470,500000 - 1000000
1190970,House Flipper 2,Frozen District,Indie,$34.3m ($21.9m - $46.7m),$99.1m,21829.0,86.69,13411,200000 - 500000
244210,Assetto Corsa,Kunos Simulazioni,Indie,$112.5m ($75.3m - $149.7m),$112.5m,19780.0,92.49,125111,5000000 - 10000000
274170,Hotline Miami 2: Wrong Number,Devolver Digital,Indie,$12.7m ($9.1m - $16.3m),$501.4m,18882.0,94.15,63865,2000000 - 5000000
690830,Foundation,Polymorph Games,Indie,$26.5m ($18.2m - $34.7m),$26.5m,18422.0,85.87,21060,500000 - 1000000
714010,Aim Lab,Statespace,Indie,$24.6m ($13.5m - $35.6m),$24.6m,15141.0,78.08,260,2000000 - 5000000
1029780,Going Medieval,Mythwright,Indie,$16.2m ($11m - $21.4m),$41.3m,14600.0,89.52,15330,500000 - 1000000
590380,Into the Breach,Subset Games,Indie,$12m ($7.9m - $16m),$30.8m,14573.0,94.2,17974,1000000 - 2000000
2407270,AI LIMIT,CE-Asia,Indie,$14m ($8.7m - $19.4m),$18.2m,14433.0,92.76,19408,200000 - 500000
204300,Awesomenauts,Atari,Indie,$4.9m ($2.4m - $7.4m),$37.7m,12050.0,85.07,11830,2000000 - 5000000
972660,Spiritfarer: Farewell Edition,Thunder Lotus,Indie,$21m ($14.3m - $27.8m),$26.5m,11726.0,95.05,44094,1000000 - 2000000
385080,Guardians of Victoria,New Reality Games,Indie,$21k ($4.2k - $37.9k),$603.1k,10158.0,32.48,117,500000 - 1000000
1222700,A Way Out,Electronic Arts,Indie,$29.9m ($19.6m - $40.1m),$4.5b,8548.0,87.06,64799,2000000 - 5000000
326460,ShellShock Live,kChamp Games,Indie,$13.2m ($8.4m - $18.1m),$13.3m,7346.0,93.39,28978,1000000 - 2000000
704850,Thief Simulator,PlayWay S.A.,Indie,$18.1m ($9.4m - $26.8m),$275.8m,7186.0,88.46,35224,1000000 - 2000000
738060,Freddy Fazbear's Pizzeria Simulator,Scott Cawthon,Indie,0,$27.7m,6427.0,88.89,9,2000000 - 5000000
1492070,Sker Ritual,Wales Interactive,Indie,$4.8m ($3m - $6.6m),$12.7m,5992.0,83.71,4764,200000 - 500000
2638370,Five Nights at Freddy's: Into the Pit,Mega Cat Studios,Indie,$3.1m ($2m - $4.2m),$3.1m,5690.0,95.73,9624,200000 - 500000
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Indie,$18.1m ($13.3m - $22.9m),$18.1m,4959.0,82.72,71970,2000000 - 5000000
297130,Titan Souls,Devolver Digital,Indie,$2.1m ($1.3m - $2.8m),$501.4m,4309.0,82.87,7614,500000 - 1000000
274190,Broforce,Devolver Digital,Indie,$18.8m ($12.7m - $25m),$501.4m,4285.0,97.0,48488,2000000 - 5000000
1097430,Book of Yog Idle RPG,元气工作室,Indie,$9m ($6.2m - $11.9m),$9m,4163.0,63.64,11,200000 - 500000
1332720,Thief Simulator 2,PlayWay S.A.,Indie,$5.2m ($3.4m - $6.9m),$275.8m,4144.0,88.78,5545,500000 - 1000000
2068280,Nordic Ashes: Survivors of Ragnarok,Noxfall Studios,Indie,$1.5m ($965.4k - $2.1m),$1.5m,3900.0,88.57,5949,200000 - 500000
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,Pixel Puzzles,Indie,$140.8k ($105.9k - $175.8k),$595.6k,3856.0,83.52,534,500000 - 1000000
