appid,name,publisher_main,SampledGenre,game_revenue,publisher_revenue
351790,Invisible Apartment,Vysoko Anime Production,Adventure,0,$3.7k
1721470,Poppy Playtime,Mob Entertainment,Adventure,$22.2m ($13.2m - $31.2m),$24.3m
2641350,YoloX - Crosshair Overlay,,Adventure,0,ERROR
466130,White Day: A Labyrinth Named School,PQube,Adventure,$172.8k ($73k - $272.7k),$20.1m
1483370,The Use of Life,PLAYISM,Adventure,$146.3k ($92k - $200.6k),$86.3m
388210,Day of the Tentacle Remastered,Double Fine Productions,Adventure,$1.7m ($1.1m - $2.2m),$21.4m
335300,DARK SOULS II: Scholar of the First Sin,Bandai Namco Entertainment,Adventure,$51m ($34.3m - $67.6m),$1.7b
3328900,MySims,Electronic Arts,Adventure,$471.7k ($285.6k - $657.8k),$4.5b
294550,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,Humongous Entertainment,Adventure,$71.2k ($14.2k - $128.2k),$1.4m
1011810,エルソード (ELSWORD),,Adventure,0,ERROR
2529520,Magical Girl Konoha,OTAKU Plan,Adventure,$302.8k ($184.8k - $420.8k),$8.4m
1556870,Golf Club Nostalgia,Untold Tales,Adventure,$191.9k ($127.6k - $256.1k),$12.2m
31240,Sam & Max 303: They Stole Max's Brain!,,Adventure,0,ERROR
303690,FATE: The Cursed King,WildTangent,Adventure,$140.6k ($88.9k - $192.3k),$2.4m
9180,Commander Keen,id Software,Adventure,$289.9k ($174.4k - $405.5k),$1.6m
691450,Misao - 2024 HD Remaster,PLAYISM,Adventure,$266.4k ($177.8k - $355k),$86.3m
2025610,Once Again,RB Wolf Games,Adventure,$37.3k ($21.2k - $53.4k),$37.3k
1072480,The Fisherman - Fishing Planet,Fishing Planet LLC,Adventure,$627.9k ($452.7k - $803.1k),$50.9m
804010,SteamWorld Quest: Hand of Gilgamech,Thunderful Publishing,Card & Board,$1m ($534.1k - $1.4m),$28.3m
1611300,Happy Guy,HappyGames,Card & Board,$58.6k ($32.1k - $85k),$304.8k
490220,Prismata,Lunarch Studios,Card & Board,$4.1k ($2.2k - $5.9k),$30.4k
1394130,Breach Wanderers,Baronnerie Games,Card & Board,$119.4k ($79.4k - $159.3k),$123.3k
1619520,Cross Blitz,The Arcade Crew,Card & Board,$480k ($305.9k - $654.2k),$18.5m
3435260,Dice With Death,Sea Glass Games,Card & Board,$147.8k ($115.6k - $180k),$146.5k
2138100,Cabin of Shadows - Dueling Impostors-,Nestopi Inc.,Card & Board,$24.2k ($14k - $34.4k),$449.7k
1682060,Warriors of the Nile 2,Gamirror Games,Card & Board,$314.8k ($189.7k - $440k),$118.8m
2940990,Maze Keeper,Spaceward Games,Card & Board,$39.9k ($24.5k - $55.3k),$39.8k
960690,One Step From Eden,Humble Games,Card & Board,$7.1m ($4.4m - $9.7m),$202.5m
3073470,MY DIRECT DAMAG 7 TRILLION,真香工作室,Card & Board,$5.4k ($2.7k - $8.1k),$5.4k
766040,Gloom: Digital Edition,Sky Ship Studios,Card & Board,$16.4k ($3.5k - $29.3k),$16.4k
1652250,Tales & Tactics,Yogscast Games,Card & Board,$1.4m ($962.5k - $1.8m),$37.9m
1131620,Dominion,Temple Gates Games,Card & Board,$1.7m ($746.1k - $2.8m),$2.3m
1005340,Myths and Legends - Card Game,Salo,Card & Board,0,$0 
464800,Twisted Worlds,Absolutist Ltd.,Card & Board,0,$141.4k
1555400,Gomoku Let's Go,indienova,Card & Board,$80.6k ($54.4k - $106.8k),$41.5m
377880,Eternal Destiny,KOMODO,Card & Board,$76.3k ($50k - $102.6k),$17.2m
2536960,Shadowveil: Legend of The Five Rings,Palindrome Interactive,Card & Board,$249.6k ($172.2k - $327k),$249.7k
1146230,DungeonTop,One Up Plus Entertainment,Card & Board,$223.4k ($130.8k - $316.1k),$262.9k
617670,Zup! S,Quiet River,Card & Board,$276.3k ($161.8k - $390.8k),$2.4m
1063580,Aeon's End,Handelabra Games Inc.,Card & Board,$176.6k ($101.6k - $251.7k),$2.5m
1803400,Beneath Oresa,Goblinz Publishing,Card & Board,$752.6k ($578.4k - $926.9k),$29.1m
388370,Nova Blitz,Dragon Foundry,Card & Board,0,$0 
2467190,三國立志傳3,"T-Time Technology CO., LTD.",Card & Board,$47.4k ($34.8k - $59.9k),$527.6k
680310,Poker World - Single Player,Playtika Ltd.,Card & Board,$21.3k ($14.4k - $28.2k),ERROR
1282730,Loop Hero,Devolver Digital,Card & Board,$12.8m ($8.6m - $17.1m),$501.4m
378720,Thea: The Awakening,MuHa Games,Card & Board,$2.8m ($1.9m - $3.7m),$3.9m
609940,KROSMAGA,Ankama Games,Card & Board,$15.7k ($10.5k - $21k),$2.4m
1287920,Brass: Birmingham,Phalanx,Card & Board,$206.6k ($107k - $306.3k),$222.3k
1862520,Just Go,Studio Amateur,Card & Board,$1.7m ($869.3k - $2.5m),$2m
2140850,Looper Tactics,2P Games,Card & Board,$180.2k ($126.8k - $233.7k),$43.1m
2501600,DICEOMANCER,Gamirror Games,Card & Board,$3m ($1.9m - $4.1m),$118.8m
2457540,Cardfight!! Vanguard Dear Days 2,Bushiroad Inc.,Card & Board,$1.4m ($950.7k - $1.9m),$6.6m
909430,Travel Riddles: Mahjong,Notus Games Ltd,Card & Board,0,$14.2k
978520,Legend of Keepers: Career of a Dungeon Manager,Goblinz Publishing,Card & Board,$4.7m ($2.9m - $6.6m),$29.1m
3066570,Aotenjo: Infinite Hands,XD,Card & Board,$611.6k ($386.3k - $837k),$84.4m
2693940,NEODUEL: Backpack Monsters,Rogue Duck Interactive,Card & Board,$103.8k ($61.9k - $145.7k),$5.2m
1550180,9th Dawn Remake,Valorware,Card & Board,$250k ($165.3k - $334.6k),$498.4k
351030,Pixel Puzzles Ultimate Jigsaw Puzzles,Pixel Puzzles,Card & Board,$140.8k ($106.1k - $175.6k),$595.6k
2290000,TerraScape,Stray Fawn Publishing,Card & Board,$1.7m ($1m - $2.3m),$20.1m
3101770,Wander Hero,Dimension Travler,Card & Board,$28.7k ($17.4k - $40k),$28.7k
797430,HD Poker: Texas Hold'em,Z4,Card & Board,$4.7m ($3m - $6.4m),$4.7m
1009700,Jewel Match Solitaire L'Amour,Grey Alien Games,Card & Board,$35.9k ($7.1k - $64.6k),$984.3k
1101420,Dragon Call,organelemonhouse,Card & Board,0,$0 
1008800,Shards of Infinity,Temple Gates Games,Card & Board,$40.5k ($30.9k - $50.1k),$2.3m
1631200,Hi Poker 3D:Texas Holdem,Joydance Studio,Card & Board,$1.8k ($918 - $2.7k),$1.8k
266510,Hand of Fate,Defiant Development,Card & Board,$8.5m ($5.8m - $11.3m),$17.1m
1162520,Richman10,SOFTSTAR ENTERTAINMENT,Card & Board,$18m ($10.4m - $25.6m),$29.9m
488910,Astral Heroes,Apus Software,Card & Board,0,$13.4k
2248180,Just Xiangqi,Studio Amateur,Card & Board,$276.8k ($191.3k - $362.2k),$2m
2059810,Richman 4,SOFTSTAR ENTERTAINMENT,Card & Board,$880.3k ($395.1k - $1.3m),$29.9m
322950,Pure Hold'em,Ripstone,Card & Board,$51.4k ($32.1k - $70.7k),$3m
2427700,Backpack Battles,IndieArk,Card & Board,$13.1m ($8.4m - $17.7m),$96m
1330000,Stolen Realm,Burst2Flame Entertainment,Card & Board,$2.9m ($1.7m - $4.1m),$2.9m
1872680,The Knight Witch,Team17,Card & Board,$331.2k ($201.3k - $461.1k),$491.6m
883680,Four Kings One War,StaplesVR,Card & Board,0,$3.4k
200150,Battle Chess: Game of Kings,Interplay Entertainment Corp.,Card & Board,$128k ($72.7k - $183.3k),$2.8m
1042380,Hundred Days - Winemaking Simulator,Broken Arms Games,Card & Board,$912.7k ($516.5k - $1.3m),$951.4k
2061250,Shin chan: Me and the Professor on Summer Vacation The Endless Seven-Day Journey,Neos Corporation,Card & Board,$544.5k ($329.9k - $759.2k),$1.4m
502520,Ultimate General: Civil War,Game-Labs,Card & Board,$6.2m ($4m - $8.3m),$21m
2961460,神树残响（Echoes of the Divine Tree）,糕薯科技,Card & Board,$163.3k ($103.9k - $222.8k),$229.5k
1028310,BOOK OF HOURS,Weather Factory,Card & Board,$3.4m ($2.5m - $4.4m),$8.2m
595280,Throne of Lies: Medieval Politics,PT.farm Inc.,Card & Board,0,$0 
238930,7 Grand Steps: What Ancients Begat,Mousechief,Card & Board,$218k ($109k - $327k),$317.3k
2655010,Jewel Match Solitaire Winterscapes 2 - Collector's Edition,Grey Alien Games,Card & Board,$12.1k ($5.4k - $18.9k),$984.3k
1850960,The Jackbox Party Pack 9,"Jackbox Games, Inc.",Card & Board,$2.3m ($1m - $3.7m),$65.9m
1188930,Chrono Ark,Al Fine,Card & Board,$6.4m ($4.7m - $8.1m),$6.4m
826740,Rise of the Slime,First release date: Thu Oct 24 2019,Card & Board,$31.5k ($24.2k - $38.8k),ERROR
1874490,Potionomics,XSEED Games,Card & Board,$5.2m ($3.8m - $6.5m),$125.7m
3376990,Kabuto Park,Doot Tiny Games,Card & Board,$187.3k ($123.1k - $251.5k),$1m
286160,Tabletop Simulator,Berserk Games,Card & Board,$86.8m ($54.7m - $118.8m),$86.8m
1049280,Pilgrims,Amanita Design,Card & Board,$334.5k ($241.3k - $427.7k),$11.1m
276810,Mordheim: City of the Damned,Nacon,Card & Board,$6.2m ($4.2m - $8.2m),$157.6m
893050,Hasbro's BATTLESHIP,Marmalade Game Studio Ltd,Card & Board,$480.9k ($230.8k - $731.1k),$8m
2753600,Vambrace: Dungeon Monarch,Headup,Card & Board,$12.4k ($6.3k - $18.5k),$14m
2752720,Dice Player One,KDream,Card & Board,$239k ($148.8k - $329.2k),$265.4k
2190400,Toads of the Bayou,Fireshine Games,Card & Board,$30.5k ($20.2k - $40.8k),$67m
2338140,Dokapon Kingdom: Connect,Idea Factory International,Card & Board,$2.3m ($1.4m - $3.3m),$37.9m
3169800,Lust Sisters,Lovely Games,Card & Board,$18.6k ($10.5k - $26.6k),$2.7m
3297050,GABANG: ULTIMATE,MOL?ASTUDIO,Card & Board,$6.3k ($3.1k - $9.4k),ERROR
386740,Puzzle Strike,Sirlin Games,Card & Board,$20.7k ($8.1k - $33.3k),$116.5k
1213300,Rebellion GODSOUL: Awakening,U-Secret Studio,Card & Board,$1.3m ($798k - $1.8m),$1.3m
867420,Andor - Wrecking Dawn,Planescape Game Studio,Card & Board,0,$5.3k
369990,"Gremlins, Inc.",The Merchant Guild of Rund (Limited),Card & Board,$2.3m ($1.4m - $3.1m),$2.3m
348360,Doodle God,JoyBits Ltd.,Card & Board,$149.6k ($91.6k - $207.6k),$343.2k
1478220,Puzzle Together,IronZog,Card & Board,$49.9k ($26.2k - $73.6k),$49.9k
438140,Star Realms,"Wise Wizard Games, LLC",Card & Board,$382k ($200.1k - $563.8k),$403.1k
898920,Axis & Allies 1942 Online,Beamdog,Card & Board,$1.7m ($969.8k - $2.4m),$39.1m
1236720,Spirit Island,Handelabra Games Inc.,Card & Board,$1.4m ($680.8k - $2.2m),$2.5m
800270,Terraforming Mars,Twin Sails Interactive,Card & Board,$4.9m ($2.9m - $6.9m),$35.3m
1316390,Thermo Sudoku,Studio Goya,Card & Board,$20k ($10.4k - $29.5k),$287.2k
994910,Poker Master,NGIN LIMITED,Card & Board,$824.7k ($264.2k - $1.3m),$824.7k
347630,16 Bit Arena,,Card & Board,0,ERROR
523600,Card Creator,,Card & Board,0,ERROR
2929170,MONOPOLY 2024,UBISOFT,Card & Board,$425k ($259.4k - $590.6k),$425k
2056210,LONESTAR,Thermite Games,Card & Board,$1.1m ($777.5k - $1.6m),$5.1m
3052500,ColdRidge,Bark Games,Card & Board,$21.5k ($12.8k - $30.2k),$21.5k
2928340,Holy Clash Cards,mttsus,Card & Board,$2.9k ($587 - $5.2k),$2.9k
1406990,NEKOPARA Vol. 4,Sekai Project,Casual,$3m ($1.7m - $4.4m),$39.2m
427100,Fernbus Simulator,Aerosoft GmbH,Casual,$10m ($6.8m - $13.2m),$56.5m
1233950,Wayhaven Chronicles: Book Two,Hosted Games,Casual,$65.4k ($33.2k - $97.7k),$1.2m
2547120,修炼成仙,LOSTDING,Casual,$4.3k ($1.7k - $6.9k),$4.4k
2474750,Happy Poker,OKJOY,Casual,$3.7k ($1.5k - $5.8k),$1.7m
2881800,SuperTaxCity,KIC Games,Casual,$129.1k ($76.8k - $181.3k),$255.5k
2890830,Streamer Life Simulator 2,Cheesecake Dev,Casual,$3.1m ($2.1m - $4.1m),$18.2m
2899310,Card Engine,,Card & Board,0,ERROR
2285820,Idling Gears,guilemus,Casual,$141.3k ($91.6k - $191k),$164.7k
2955840,Kitchen Wars,Perfect Gen,Casual,$144.7k ($58.9k - $230.6k),$136.9k
403120,THE GAME OF LIFE,Marmalade Game Studio Ltd,Casual,$885.5k ($573.4k - $1.1m),$8m
461380,A Princess' Tale,Warfare Studios,Casual,$3.5k ($707 - $6.3k),$65.7k
354200,Aberoth,Jarbit,Casual,$8.5k ($4.9k - $12.2k),$8.5k
2322380,SpongeBob SquarePants: The Patrick Star Game,Outright Games Ltd.,Casual,$209.3k ($152.5k - $266.2k),$6.1m
3051470,Kaya's Prophecy,Yogscast Games,Casual,$68.4k ($43.5k - $93.3k),$37.9m
562730,MechDefender - Tower Defense,Conglomerate 5,Casual,$6.1k ($3.2k - $9k),$2.5m
1826570,First Class Escape 2: Head in the Clouds,0 Deer Soft,Casual,$129.6k ($68.6k - $190.7k),$830.4k
1054490,Wingspan,Monster Couch,Casual,$8.6m ($5m - $12.3m),$9.2m
397060,Faeria,Versus Evil,Casual,$4.8m ($1.1m - $8.5m),$33.5m
1694510,Barista Simulator,CubeCube Sports Ltd.,Casual,$270.6k ($185.3k - $355.9k),$599.3k
776720,Dungeon Gambit Boy,Orlyapps,Casual,$1.4k ($708 - $2.1k),$22.2k
463120,MOP Operation Cleanup,EnsenaSoft,Casual,$134 ($27 - $241),$48.6k
2953560,小松穿越记 Wanna Wake up?,每天睡了大麦特麦工作室,Casual,0,$0 
533300,Zup!,Quiet River,Casual,$258k ($161.5k - $354.5k),$2.4m
2870420,Mech Builder,Don Pachi,Casual,$145.3k ($99.2k - $191.4k),$146.8k
3239270,Night Shift Nurses,Shiravune,Casual,$518.2k ($333.8k - $702.6k),$15.2m
745880,Touhou Tenkuushou ~ Hidden Star in Four Seasons.,"Mediascape Co., Ltd.",Casual,$1m ($509.5k - $1.5m),$5.7m
326520,Chime Sharp,Chilled Mouse,Casual,$100.2k ($21.4k - $179k),$152.6k
1910680,Orb of Creation,MarpleGames,Casual,$422.2k ($234k - $610.5k),$422.1k
1205960,My Cute Fuhrer,Tranquility games,Casual,$47.2k ($25.5k - $68.9k),$331.8k
1849760,Siege of Treboulain,Choice of Games,Casual,$12.7k ($2.9k - $22.5k),$1.7m
557810,Clicker Guild,Fox Dawn,Casual,0,$0 
1584830,Duck Creator,Weakfish Studio,Casual,$2.6k ($1.3k - $3.9k),$6.7k
654610,Mr. Dubstep,SA Industry,Casual,$4.5k ($2.2k - $6.7k),$4m
810500,PowerBeatsVR - VR Fitness,Five Mind Creations,Casual,$438.3k ($263k - $613.5k),$539.3k
667870,MINDNIGHT,No Moon,Casual,0,$0 
1663970,The Play's the Thing,Choice of Games,Casual,$1.3k ($654 - $1.9k),$1.7m
397270,A Kiss For The Petals - Remembering How We Met,MangaGamer,Casual,$447.2k ($271.2k - $623.3k),$15.5m
512250,Oh...Sir!! The Insult Simulator,Good Shepherd Entertainment,Casual,$480.6k ($307.5k - $653.6k),$91m
1152320,Atelier Shallie: Alchemists of the Dusk Sea DX,"KOEI TECMO GAMES CO., LTD.",Casual,$529.5k ($241.5k - $817.6k),$424.5m
1540960,Underworld Idle,Aleksandr Golovkin,Casual,$147.3k ($56.3k - $238.3k),$1.1m
528120,Darkness and Flame: Born of Fire Collector's Edition,FIVE-BN GAMES,Casual,$20.2k ($10.3k - $30.2k),$714.2k
876470,Tentlan,Lionmoon UG,Casual,$5.1k ($2.3k - $7.9k),$5.1k
3027930,Karate Survivor,Alawar,Casual,$580.5k ($396.6k - $764.4k),$13.3m
1555400,Gomoku Let's Go,indienova,Casual,$80.6k ($54.4k - $106.8k),$41.5m
715560,Eastshade,Eastshade Studios,Casual,$2m ($1.3m - $2.6m),$2m
1401590,Disney Dreamlight Valley,Gameloft,Casual,$22.5m ($12.8m - $32.2m),$64.8m
37960,Jewel Quest Pack,First release date: Mon Oct 01 2012,Casual,$45.7k ($22.8k - $68.6k),ERROR
977510,Time to Morp,Yogscast Games,Casual,$236.9k ($145.7k - $328.2k),$37.9m
1928540,"Horticular: Build a Garden, Attract Wildlife",Slug Disco,Casual,$162.4k ($113.4k - $211.3k),$10m
879250,Dot to Dot Puzzles,Online OciGrup SL,Casual,0,$7.3k
508760,Ball of Wonder,My Way Games,Casual,$46.9k ($9.3k - $84.5k),$729k
3530,Amazing Adventures Around the World,"PopCap Games, Inc.",Casual,$14.2k ($7.1k - $21.3k),$29m
601570,Fix Me Fix You,Sapphire Dragon Productions,Casual,$18.8k ($3.7k - $33.9k),$173.3k
1045610,Startup Panic,tinyBuild,Casual,$50.8k ($31k - $70.7k),$178.8m
2884590,Darkchaser: Battletide,Luckycalf,Casual,$9.9k ($6.1k - $13.7k),$412.8k
626580,Spellspire,10tons Ltd,Casual,$16.9k ($3.3k - $30.4k),$8.3m
1237070,The Cyclist: Tactics,Camshaft Software Ltd,Casual,$28.4k ($17.1k - $39.7k),$15.4m
3279160,Only Up: LIZARDS MUST FALL,Rosa Special Studio,Casual,$115.1k ($72.2k - $158.1k),$308.2k
427490,Shadowhand: RPG Card Game,Positech Games,Casual,$270.8k ($167.3k - $374.2k),$16.9m
1292630,3on3 FreeStyle: Rebound,Joycity,Casual,$7.1m ($4.2m - $9.9m),$7.1m
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,Humongous Entertainment,Casual,$39k ($16.8k - $61.1k),$1.4m
3059300,DOG,Jon & Aki,Casual,0,$0 
2272400,Station to Station,Prismatika,Casual,$1.8m ($1m - $2.6m),$2.1m
1087460,Super Life (RPG),Klick Ink L.P.,Casual,$212.3k ($145.1k - $279.5k),$213.9k
2140510,Town of Salem 2,Digital Bandidos,Casual,$2.5m ($1.6m - $3.4m),$8m
1442070,Claire's Cruisin' Cafe,Alawar Casual,Casual,$4k ($2k - $6k),$1.1m
3637060,Golden Rails: The heart of the state,Alawar Casual,Casual,$5k ($2k - $7.9k),$1.1m
740230,Just Ski+,Jeff Weber,Casual,0,$11.3k
399520,Comedy Quest,Crothers Games,Casual,0,$0 
998400,Trans-Siberian Railway Simulator,PlayWay S.A.,Casual,$817.6k ($566.9k - $1m),$275.8m
683830,Weable,Valkyrie Initiative,Casual,$5.8k ($2.3k - $9.3k),$2.8m
418190,Helen's Mysterious Castle,PLAYISM,Casual,$66k ($27.1k - $104.9k),$86.3m
321060,Gender Bender DNA Twister Extreme,Transcendent Games,Casual,$256.6k ($184.3k - $329k),$257.8k
896880,Bouncing Over It with friends,Eyejam Games,Casual,$6.6k ($3.3k - $9.9k),$27k
1040430,Adventure Climb VR,MXTreality,Casual,$294 ($126 - $463),$295 
1347080,Girls Overboard,AGL studios,Casual,$981 ($345 - $1.6k),$142.1k
471710,Rec Room,Rec Room,Casual,$11.8m ($8.6m - $15.1m),$11.8m
3181420,World Series of Poker Game - WSOP,Playtika Ltd.,Casual,$769 ($535 - $1k),ERROR
1232580,Knock on the Coffin Lid,RedBoon,Casual,$1.1m ($618.3k - $1.7m),$1.1m
414730,Epic Clicker Journey,Cleversan Software,Casual,0,$0 
369290,Airport Madness: World Edition,Big Fat Simulations Inc.,Casual,$133.6k ($86.8k - $180.4k),$484.6k
600750,Star Trek Timelines,Tilting Point,Casual,$5m ($3m - $6.9m),$6.3m
1850960,The Jackbox Party Pack 9,"Jackbox Games, Inc.",Casual,$2.3m ($1m - $3.7m),$65.9m
960090,Bloons TD 6,Ninja Kiwi,Casual,$54m ($39.9m - $68m),$64.7m
3404470,Maltese's Fluffy Onsen,Sinkhole Studio,Casual,$558.5k ($349.4k - $767.5k),$1.3m
996580,Spyro Reignited Trilogy,Activision,Casual,$29.6m ($17.7m - $41.4m),$1.5b
347620,Gaokao.Love.100Days,NVLMaker,Casual,$1.9m ($1.2m - $2.6m),$6.2m
420290,Blackwake,Mastfire Studios Pty Ltd,Casual,$120.5k ($82.6k - $158.4k),$120.6k
932190,Aliens Attack VR,The Game Forger,Casual,0,$161 
646570,Slay the Spire,Mega Crit,Casual,$90.1m ($65m - $115.1m),$90.1m
306760,Obduction,Cyan Inc.,Casual,$2.8m ($1.9m - $3.6m),$2.8m
547680,Guild Quest,Hyper Hippo Games,Casual,$3.4k ($2.4k - $4.4k),$10m
26800,Braid,Number None,Casual,$4.9m ($2.6m - $7.2m),$4.9m
1946970,Isle of Arrows,Gridpop,Casual,$585k ($356k - $813.9k),$584.7k
665960,Lobster Empire,Maulidan Games,Casual,$11.2k ($6.3k - $16k),$76.5k
266390,Farm for your Life,Hammer Labs,Casual,$250.5k ($190.8k - $310.2k),$267.2k
233720,Surgeon Simulator,Infogrames,Casual,$10.1m ($6m - $14.2m),$22.5m
742490,Nonogram - The Greatest Painter,Hook Games,Casual,$9.1k ($4.9k - $13.4k),$293.4k
1152310,Atelier Escha & Logy: Alchemists of the Dusk Sky DX,"KOEI TECMO GAMES CO., LTD.",Casual,$655.2k ($315.4k - $995k),$424.5m
1246930,Encore Classic Card Games,Encore Inc.,Casual,$60.2k ($19.7k - $100.8k),$155.6k
248390,Craft The World,Dekovir Ltd,City Builder,$6.9m ($5m - $8.9m),$6.9m
684450,Surviving the Aftermath,Paradox Interactive,City Builder,$4.9m ($3.1m - $6.8m),$1.1b
835650,Rising Lords,Deck13,City Builder,$538.6k ($389.9k - $687.3k),$19.7m
1895410,Desktop Mars,3dm_live_wallpapers,City Builder,$2.4k ($1.2k - $3.7k),$105.2k
3440120, Knights of the Crusades,indie.io,City Builder,$95.7k ($63.9k - $127.6k),$36.8m
1840710,These Doomed Isles,Fireshine Games,City Builder,$150.3k ($96.4k - $204.1k),$67m
1989070,Synergy,Goblinz Publishing,City Builder,$992.4k ($638.8k - $1.3m),$29.1m
2185060,Two Point Museum,SEGA,City Builder,$13.6m ($8.3m - $18.9m),$1.6b
2244130,Ratopia,Cassel Games,City Builder,$2.9m ($1.9m - $3.8m),$5.6m
2903160,Midori no Kaori,TheLaba,City Builder,$143.8k ($96.9k - $190.8k),$142.2k
1876880,Primitive Society Simulator,YSH Games,City Builder,$537.2k ($370.2k - $704.2k),$536.6k
2169830,How a Retired Strategist Saved the Country,OTAKU Plan,City Builder,$189.9k ($120.6k - $259.1k),$8.4m
1001980,Archeo: Shinar,Artists Entertainment,City Builder,$48.9k ($21.5k - $76.3k),$48.9k
1796210,Roads Of Rome: Portals Collector's Edition,Qumaron,City Builder,$13.5k ($2.7k - $24.3k),$250.2k
365800,AdvertCity,VoxelStorm,City Builder,$78k ($17.3k - $138.8k),$90.5k
1368820,RollerCoaster Tycoon 3: Complete Edition,Atari,City Builder,$4m ($1.7m - $6.3m),$37.7m
352720,The Universim,Crytivo,City Builder,$10.9m ($8.2m - $13.5m),$23.4m
1049880,My Free Farm,upjers,City Builder,$20.1k ($12.9k - $27.3k),$4.6m
754150,Rolling Line,Gaugepunk Games,City Builder,$805k ($469.7k - $1.1m),$823.4k
1254320,Surviving the Abyss,Paradox Arc,City Builder,$1m ($703k - $1.3m),$14.6m
24790,Command & Conquer 3: Tiberium Wars,Electronic Arts,City Builder,$8.3m ($4.1m - $12.5m),$4.5b
2198510,New Cycle,Daedalic Entertainment,City Builder,$2.4m ($1.6m - $3.2m),$159.9m
653930,Tiny Town VR,Lumbernauts,City Builder,$428.3k ($207.5k - $649k),$428.3k
1981570,Land of the Vikings,Iceberg Interactive,City Builder,$2.3m ($1.3m - $3.3m),$34.2m
1637970,LOGistICAL 3,Sacada,City Builder,$8.2k ($2.7k - $13.7k),$229.4k
1509510,Settlement Survival,Team17,City Builder,$6.8m ($4.3m - $9.2m),$491.6m
271360,Industry Giant 2,Toplitz Productions,City Builder,$277.9k ($176.1k - $379.8k),$73.3m
898720,Kubifaktorium,Neomateria Games GmbH,City Builder,$824.4k ($531.6k - $1.1m),$982.8k
1380420,Grow: Song of the Evertree,505 Games,City Builder,$1.7m ($1m - $2.4m),$293.6m
1644320,Railway Empire 2,Kalypso Media,City Builder,$3.6m ($2.2m - $5m),$91.9m
1158420,SimCasino,LVGameDev LLC,City Builder,$775.3k ($475k - $1m),$4m
1134480,YORG.io 3,tobspr Games,City Builder,$21k ($11.5k - $30.6k),$16.2m
3572870,Rescue Team: Attack of the Atom,Alawar Casual,City Builder,$8k ($3.3k - $12.8k),$1.1m
1115450,Bastide,MedievalNexus,City Builder,$65.1k ($37.8k - $92.5k),$65.1k
39680,The Guild II Renaissance,THQ Nordic,City Builder,$912.6k ($531k - $1.2m),$387.4m
24780,SimCity 4 Deluxe Edition,Electronic Arts,City Builder,$11.8m ($6.9m - $16.6m),$4.5b
1062090,Timberborn,Mechanistry,City Builder,$32m ($20.6m - $43.4m),$32m
726840,City Game Studio: a tycoon about game dev,Binogure Studio 🐺,City Builder,$567.8k ($415.7k - $719.8k),$573.1k
1295660,Sid Meier's Civilization VII,2K,City Builder,$74.1m ($49.7m - $98.4m),$1.7b
979110,Space Haven,Bugbyte Ltd.,City Builder,$9.2m ($6.1m - $12.4m),$9.5m
1134710,NIMBY Rails,Weird and Wry,City Builder,$1.2m ($868.6k - $1.6m),$1.8m
1832050,All Quiet Roads,"Scheme Street, LLC",City Builder,$49.1k ($28.8k - $69.4k),$49.1k
2275940,Rogue Hex,Topstitch Games,City Builder,$64.9k ($42.5k - $87.3k),$128.4k
2281410,River Town Factory,iFAction Studio,City Builder,$786.1k ($523.9k - $1m),$1.1m
1422440,Cataclismo,Hooded Horse,City Builder,$5m ($3.3m - $6.7m),$205m
1465470,The Crust,Crytivo,City Builder,$3m ($1.9m - $4m),$23.4m
3001000,Last Stand: Defense,ZiiTech Games,City Builder,$13k ($7.6k - $18.4k),$13k
1638300,Solargene,Alexander Semenov,City Builder,$241.4k ($143.1k - $339.6k),$241.4k
1060230,Sapiens,Majic Jungle,City Builder,$1.8m ($1.2m - $2.4m),$1.8m
1726130,Pathless Woods,AniYa Games Studio,City Builder,$572.6k ($438.5k - $706.7k),$572.2k
2191480,Jumbo Airport Story,"Kairosoft Co., Ltd",City Builder,$273k ($161.3k - $384.7k),$5.6m
2688950,Planet Coaster 2,Frontier Developments,City Builder,$15.2m ($10.7m - $19.7m),$430.2m
423580,Project Highrise,Kasedo Games,City Builder,$2.6m ($1.6m - $3.6m),$25.8m
1457030,Casino Resort Tower,Cyperk Software,City Builder,$43k ($27k - $59.1k),$43.2k
